text,zone_id,parameter,direction,intensity,source
"please fix the lounge, it's quite hot",zone_living,temperature,decrease,moderate,template_train
"please fix the game room, it's dry",zone_living,humidity,increase,moderate,template_train
"can you do something about the washroom, it's way too cold",zone_bathroom,temperature,increase,strong,template_train
drawing hall is slightly breezy,zone_living,airflow,decrease,mild,template_train
its too drafty in here,UNSPECIFIED,airflow,decrease,moderate,template_train
it's been way too dry in the work room all day,zone_office,humidity,increase,strong,template_train
the den is dry,zone_living,humidity,increase,moderate,template_train
we're sitting in the game room and it's humid,zone_living,humidity,decrease,moderate,template_train
"please fix the bed room, it's swampy",zone_bedroom,humidity,decrease,strong,template_train
it is slightly dry in the master bedroom,zone_bedroom,humidity,increase,mild,template_train
"please fix the dining area, it's really dry",zone_common,humidity,increase,moderate,template_train
"can you do something about teh kitchen, it's like a wind tunnel",zone_kitchen,airflow,decrease,strong,template_train
slightly dry in the work room again,zone_office,humidity,increase,mild,template_train
way too cold in the bed room again,zone_bedroom,temperature,increase,strong,template_train
dining area is suffocating,zone_common,airflow,increase,strong,template_train
it is too cold in teh game room,zone_living,temperature,increase,moderate,template_train
it is freezing in the bathroom,zone_bathroom,temperature,increase,strong,template_train
it is slightly breezy in the lounge,zone_living,airflow,decrease,mild,template_train
quite cold in the study again,zone_office,temperature,increase,moderate,template_train
we're sitting in the kitchen and it's like a wind tunnel,zone_kitchen,airflow,decrease,strong,template_train
my son's room is a little cold,zone_bedroom,temperature,increase,mild,template_train
the study room is way too dry,zone_office,humidity,increase,strong,template_train
it is too hot in the bathroom,zone_bathroom,temperature,decrease,moderate,template_train
bath is slightly breezy,zone_bathroom,airflow,decrease,mild,template_train
we're sitting in the my son's room and it's drafty,zone_bedroom,airflow,decrease,moderate,template_train
we're sitting in teh bath and it's sticky,zone_bathroom,humidity,decrease,moderate,template_train
windy in teh bedroom again,zone_bedroom,airflow,decrease,moderate,template_train
the mud room is sticky,zone_common,humidity,decrease,moderate,template_train
we're sitting in the study and it's suffocating,zone_office,airflow,increase,strong,template_train
we're sitting in the my son's room and it's a little clammy,zone_bedroom,humidity,decrease,mild,template_train
"please fix the den, it's unbearably hot",zone_living,temperature,decrease,strong,template_train
it is unbearably muggy in the kitchen,zone_kitchen,humidity,decrease,strong,template_train
"can you do something about the lobby, it's slightly breezy",zone_common,airflow,decrease,mild,template_train
sitting room is sticky,zone_living,humidity,decrease,moderate,template_train
bath is a little cold,zone_bathroom,temperature,increase,mild,template_train
it's been slightly warm in the washroom all day,zone_bathroom,temperature,decrease,mild,template_train
it's been too drafty in the lobby all day,zone_common,airflow,decrease,moderate,template_train
we're sitting in the sitting room and it's so dry my throat hurts,zone_living,humidity,increase,strong,template_train
it is slightly breezy in the bed room,zone_bedroom,airflow,decrease,mild,template_train
swampy in the bed room again,zone_bedroom,humidity,decrease,strong,template_train
we're sitting in the my son's room and it's muggy,zone_bedroom,humidity,decrease,moderate,template_train
"can you do something about the work room, it's a little clammy",zone_office,humidity,decrease,mild,template_train
it's been way too hot in the sitting room all day,zone_living,temperature,decrease,strong,template_train
we're sitting in the lounge and it's not enough air moving,zone_living,airflow,increase,moderate,template_train
study room is a little cold,zone_office,temperature,increase,mild,template_train
it's unbearably muggy,UNSPECIFIED,humidity,decrease,strong,template_train
"please fix the sitting room, it's a little clammy",zone_living,humidity,decrease,mild,template_train
too drafty in the kitchen again,zone_kitchen,airflow,decrease,moderate,template_train
the washroom is slightly warm,zone_bathroom,temperature,decrease,mild,template_train
"can you do something about the living room, it's way too hot",zone_living,temperature,decrease,strong,template_train
we're sitting in the game room and it's too stuffy,zone_living,airflow,increase,moderate,template_train
it is a bit humind in the my room,zone_bedroom,humidity,decrease,mild,template_train
the lounge is completely airless,zone_living,airflow,increase,strong,template_train
honestly it's just a little cold,UNSPECIFIED,temperature,increase,mild,template_train
"can you do something about the bathroom, it's really dry",zone_bathroom,humidity,increase,moderate,template_train
the bath is so dry my throat hurts,zone_bathroom,humidity,increase,strong,template_train
it is too drafty in teh hallway,zone_common,airflow,decrease,moderate,template_train
it's been unbearably hot in the work room all day,zone_office,temperature,decrease,strong,template_train
study room is sticky,zone_office,humidity,decrease,moderate,template_train
so dry my throat hurts in the game room again,zone_living,humidity,increase,strong,template_train
it is a bit humind in the study,zone_office,humidity,decrease,mild,template_train
it is a touch cold in the work room,zone_office,temperature,increase,mild,template_train
study is too hot,zone_office,temperature,decrease,moderate,template_train
we're sitting in the kitchen and its boiling,zone_kitchen,temperature,decrease,strong,template_train
the game room is blasting air everywhere,zone_living,airflow,decrease,strong,template_train
it's been boiling in the washroom all day,zone_bathroom,temperature,decrease,strong,template_train
kitchen is unbearably muggy,zone_kitchen,humidity,decrease,strong,template_train
it's been too hot in the study room all day,zone_office,temperature,decrease,moderate,template_train
"please fix the washroom, it's swampy",zone_bathroom,humidity,decrease,strong,template_train
"please fix the kitchen, it's quite hot",zone_kitchen,temperature,decrease,moderate,template_train
"can you do something about the work room, it's dripping with humidity",zone_office,humidity,decrease,strong,template_train
bathroom is a bit chilly,zone_bathroom,temperature,increase,mild,template_train
it's been completely airless in the mud room all day,zone_common,airflow,increase,strong,template_train
it is a bit chilly in the kitchen,zone_kitchen,temperature,increase,mild,template_train
honestly its just unbearably hot,UNSPECIFIED,temperature,decrease,strong,template_train
we're sitting in the guest room and it's windy,zone_bedroom,airflow,decrease,moderate,template_train
"can you do something about the bathroom, it's completely airless",zone_bathroom,airflow,increase,strong,template_train
it is not enough air moving in the bath,zone_bathroom,airflow,increase,moderate,template_train
it is slightly dry in the sitting room,zone_living,humidity,increase,mild,template_train
we're sitting in the kitchen and it's slightly dry,zone_kitchen,humidity,increase,mild,template_train
the master bedroom is drafty,zone_bedroom,airflow,decrease,moderate,template_train
a touch stuffy and warm in the study again,zone_office,temperature,decrease,mild,template_train
blasting air everywhere in the living room again,zone_living,airflow,decrease,strong,template_train
we're sitting in the front room and it's a touch stuffy and warm,zone_living,temperature,decrease,mild,template_train
"please fix teh dining area, it's slightly stale",zone_common,airflow,increase,mild,template_train
so dry my throat hurts in the work room again,zone_office,humidity,increase,strong,template_train
the kitchen is drafty,zone_kitchen,airflow,decrease,moderate,template_train
game room is a touch stuffy and warm,zone_living,temperature,decrease,mild,template_train
